timestep,episode,reward,mean_reward
14644,91,231.0,66.69231
15000,92,63.0,66.652176
15130,93,21.0,66.16129
15383,94,63.0,66.12766
15439,95,21.0,65.65263
15633,96,42.0,65.40625
16196,97,168.0,66.46392
16337,98,0.0,65.78571
16798,99,84.0,65.969696
16965,100,63.0,65.94
17427,101,147.0,66.99
17800,102,105.0,67.62
18165,103,105.0,68.04
18338,104,42.0,67.83
18648,105,168.0,69.3
18933,106,147.0,70.35
18964,107,21.0,70.14
19431,108,0.0,69.51
19592,109,63.0,69.51
19981,110,21.0,68.88
20165,111,84.0,68.67
20370,112,105.0,69.09
20759,113,105.0,69.51
20942,114,0.0,69.09
21288,115,126.0,69.51
21543,116,21.0,69.72
21796,117,21.0,68.88
22159,118,63.0,68.46
22289,119,105.0,68.88
22462,120,126.0,69.09
22619,121,84.0,69.3
22744,122,63.0,69.51
22937,123,126.0,70.77
23062,124,63.0,70.35
23195,125,0.0,69.3
23352,126,63.0,69.72
23482,127,42.0,69.51
23615,128,63.0,69.72
23740,129,84.0,69.72
23905,130,42.0,69.72
24039,131,126.0,70.14
24196,132,105.0,69.93
24377,133,84.0,70.35
24558,134,84.0,70.56
24692,135,84.0,70.35
24897,136,126.0,69.93
25178,137,273.0,71.4
25249,138,0.0,70.56
25420,139,105.0,71.4
25585,140,126.0,72.45
25646,141,21.0,71.82
25760,142,105.0,72.66
26023,143,105.0,72.66
26066,144,21.0,72.03
26214,145,126.0,72.66
26318,146,63.0,72.03
26379,147,0.0,71.19
26413,148,0.0,70.35
26579,149,84.0,70.77
26659,150,42.0,70.56
26973,151,126.0,71.82
27122,152,21.0,71.4
27178,153,42.0,71.19
27268,154,21.0,70.98
27364,155,21.0,70.77
27990,156,126.0,71.61
28118,157,84.0,71.82
28259,158,84.0,72.45
28618,159,63.0,72.66
28647,160,0.0,72.45
28806,161,42.0,72.03
28840,162,21.0,72.03
29005,163,126.0,72.45
29178,164,42.0,72.03
29310,165,105.0,72.03
29483,166,105.0,71.61
29618,167,42.0,71.61
29781,168,105.0,72.66
29905,169,105.0,73.5
29972,170,21.0,73.08
30148,171,126.0,73.5
30329,172,105.0,73.5
30510,173,189.0,75.18
30691,174,42.0,74.13
30889,175,168.0,74.34
31038,176,63.0,74.34
31227,177,84.0,74.55
31392,178,84.0,74.76
31520,179,105.0,75.81
31576,180,42.0,75.18
31674,181,42.0,75.18
31799,182,0.0,74.76
31928,183,105.0,75.18
32069,184,105.0,76.23
32250,185,63.0,76.86
32455,186,147.0,77.91
32583,187,42.0,77.49
33020,188,231.0,78.75
33233,189,63.0,79.17
33368,190,21.0,77.7
33429,191,21.0,75.6
33522,192,42.0,75.39
33557,193,21.0,75.39
34002,194,252.0,77.28
34133,195,84.0,77.91
34258,196,84.0,78.33
34441,197,84.0,77.49
34596,198,147.0,78.96
34653,199,42.0,78.54
34823,200,21.0,78.12
34903,201,0.0,76.65
35144,202,168.0,77.28
35269,203,63.0,76.86
35394,204,0.0,76.44
36105,205,147.0,76.23
36234,206,105.0,75.81
36447,207,84.0,76.44
36572,208,0.0,76.44
36737,209,42.0,76.23
36953,210,84.0,76.86
36982,211,0.0,76.02
37088,212,21.0,75.18
37285,213,105.0,75.18
37435,214,147.0,76.65
37632,215,105.0,76.44
37829,216,21.0,76.44
37972,217,105.0,77.28
38063,218,42.0,77.07
38114,219,0.0,76.02
38295,220,63.0,75.39
38428,221,84.0,75.39
38580,222,147.0,76.23
38641,223,42.0,75.39
38684,224,21.0,74.97
38865,225,42.0,75.39
39015,226,84.0,75.6
39164,227,84.0,76.02
39633,228,168.0,77.07
39878,229,63.0,76.86
40060,230,84.0,77.28
40143,231,105.0,77.07
40276,232,63.0,76.65
40425,233,42.0,76.23
40572,234,21.0,75.6
40713,235,42.0,75.18
40862,236,105.0,74.97
41043,237,63.0,72.87
41170,238,84.0,73.71
41319,239,105.0,73.71
41446,240,42.0,72.87
41513,241,42.0,73.08
41679,242,147.0,73.5
41924,243,147.0,73.92
42331,244,63.0,74.34
42606,245,21.0,73.29
42756,246,105.0,73.71
42884,247,42.0,74.13
42974,248,84.0,74.97
43115,249,126.0,75.39
43207,250,63.0,75.6
43273,251,42.0,74.76
43422,252,84.0,75.39
43635,253,105.0,76.02
43761,254,21.0,76.02
43795,255,21.0,76.02
43960,256,126.0,76.02
44008,257,0.0,75.18
44102,258,105.0,75.39
44152,259,21.0,74.97
44192,260,0.0,74.97
44338,261,21.0,74.76
44472,262,84.0,75.39
44520,263,42.0,74.55
44613,264,42.0,74.55
44719,265,105.0,74.55
44894,266,168.0,75.18
44934,267,21.0,74.97
45124,268,105.0,74.97
45207,269,84.0,74.76
45310,270,21.0,74.76
45393,271,42.0,73.92
45540,272,84.0,73.71
45697,273,105.0,72.87
45886,274,147.0,73.92
46147,275,147.0,73.71
46239,276,63.0,73.71
46353,277,84.0,73.71
46617,278,126.0,74.13
46787,279,42.0,73.5
46917,280,63.0,73.71
47042,281,63.0,73.92
47199,282,63.0,74.55
47364,283,126.0,74.76
47493,284,63.0,74.34
47714,285,126.0,74.97
47833,286,42.0,73.92
47924,287,42.0,73.92
48070,288,126.0,72.87
48235,289,105.0,73.29
48266,290,0.0,73.08
48477,291,84.0,73.71
48638,292,84.0,74.13
48779,293,84.0,74.76
48818,294,21.0,72.45
48911,295,42.0,72.03
49038,296,63.0,71.82
49203,297,84.0,71.82
49218,298,21.0,70.56
49279,299,21.0,70.35
49407,300,105.0,71.19
49548,301,42.0,71.61
49745,302,105.0,70.98
49958,303,126.0,71.61
50177,304,168.0,73.29
50249,305,63.0,72.45
50379,306,63.0,72.03
50592,307,126.0,72.45
50738,308,126.0,73.71
50895,309,42.0,73.71
51172,310,105.0,73.92
51251,311,63.0,74.55
51307,312,42.0,74.76
51368,313,0.0,73.71
51459,314,63.0,72.87
51592,315,84.0,72.66
51683,316,84.0,73.29
51765,317,42.0,72.66
51930,318,63.0,72.87
52079,319,42.0,73.29
52206,320,105.0,73.71
52379,321,105.0,73.92
52552,322,126.0,73.71
52781,323,105.0,74.34
52915,324,84.0,74.97
52963,325,42.0,74.97
52992,326,0.0,74.13
53066,327,42.0,73.71
53226,328,189.0,73.92
53250,329,0.0,73.29
53412,330,63.0,73.08
53545,331,42.0,72.45
53674,332,84.0,72.66
53799,333,105.0,73.29
53948,334,84.0,73.92
54097,335,84.0,74.34
54260,336,105.0,74.34
54401,337,84.0,74.55
54472,338,0.0,73.71
54563,339,0.0,72.66
54740,340,189.0,74.13
54875,341,21.0,73.92
55155,342,210.0,74.55
55189,343,21.0,73.29
55354,344,42.0,73.08
55511,345,126.0,74.13
55606,346,84.0,73.92
55688,347,63.0,74.13
55853,348,42.0,73.71
56012,349,42.0,72.87
56068,350,42.0,72.66
56191,351,105.0,73.29
56254,352,42.0,72.87
56369,353,84.0,72.66
56531,354,147.0,73.92
56664,355,42.0,74.13
56893,356,84.0,73.71
57154,357,189.0,75.6
57286,358,63.0,75.18
57435,359,105.0,76.02
57696,360,105.0,77.07
57751,361,21.0,77.07
57808,362,21.0,76.44
57923,363,84.0,76.86
58088,364,105.0,77.49
58221,365,126.0,77.7
58368,366,63.0,76.65
58549,367,126.0,77.7
58714,368,42.0,77.07
58879,369,63.0,76.86
59025,370,147.0,78.12
59198,371,84.0,78.54
59347,372,42.0,78.12
59571,373,126.0,78.33
59632,374,21.0,77.07
59730,375,42.0,76.02
59879,376,105.0,76.44
59943,377,21.0,75.81
60122,378,126.0,75.81
60173,379,42.0,75.81
60506,380,210.0,77.28
60659,381,84.0,77.49
60804,382,168.0,78.54
60985,383,105.0,78.33
61118,384,42.0,78.12
61315,385,105.0,77.91
61481,386,84.0,78.33
61646,387,126.0,79.17
61811,388,63.0,78.54
61960,389,105.0,78.54
62124,390,84.0,79.38
62289,391,63.0,79.17
62486,392,84.0,79.17
62635,393,147.0,79.8
62759,394,105.0,80.64
62809,395,21.0,80.43
62881,396,63.0,80.43
62987,397,21.0,79.8
63133,398,126.0,80.85
63298,399,84.0,81.48
63695,400,357.0,84.0
63844,401,84.0,84.42
63939,402,63.0,84.0
64085,403,42.0,83.16
64242,404,84.0,82.32
64407,405,126.0,82.95
64550,406,126.0,83.58
64675,407,42.0,82.74
64824,408,42.0,81.9
64935,409,42.0,81.9
65147,410,126.0,82.11
65328,411,63.0,82.11
65375,412,42.0,82.11
65490,413,0.0,82.11
65666,414,147.0,82.95
65831,415,105.0,83.16
65972,416,105.0,83.37
66137,417,84.0,83.79
66282,418,84.0,84.0
66354,419,21.0,83.79
66447,420,63.0,83.37
66505,421,0.0,82.32
66648,422,84.0,81.9
66773,423,84.0,81.69
66922,424,63.0,81.48
67087,425,147.0,82.53
67237,426,126.0,83.79
67402,427,84.0,84.21
67551,428,105.0,83.37
67700,429,84.0,84.21
67843,430,105.0,84.63
68056,431,105.0,85.26
68189,432,84.0,85.26
68370,433,84.0,85.05
68532,434,168.0,85.89
68689,435,63.0,85.68
68822,436,63.0,85.26
69043,437,126.0,85.68
69133,438,63.0,86.31
69162,439,21.0,86.52
69244,440,63.0,85.26
69393,441,84.0,85.89
69539,442,105.0,84.84
69728,443,105.0,85.68
70062,444,294.0,88.2
70177,445,63.0,87.57
70216,446,42.0,87.15
70395,447,168.0,88.2
70544,448,168.0,89.46
70733,449,126.0,90.3
70954,450,147.0,91.35
71019,451,42.0,90.72
71075,452,21.0,90.51
71104,453,21.0,89.88
71354,454,147.0,89.88
71450,455,42.0,89.88
71577,456,105.0,90.09
71601,457,42.0,88.62
71630,458,21.0,88.2
71744,459,84.0,87.99
71921,460,168.0,88.62
72062,461,42.0,88.83
72291,462,84.0,89.46
72416,463,84.0,89.46
72579,464,84.0,89.25
72840,465,189.0,89.88
73229,466,168.0,90.93
73430,467,84.0,90.51
73640,468,126.0,91.35
73712,469,42.0,91.14
73773,470,21.0,89.88
73895,471,42.0,89.46
73986,472,84.0,89.88
74015,473,42.0,89.04
74140,474,63.0,89.46
74270,475,126.0,90.3
74433,476,84.0,90.09
74489,477,0.0,89.88
74587,478,105.0,89.67
74816,479,105.0,90.3
75161,480,252.0,90.72
75302,481,105.0,90.93
75373,482,21.0,89.46
75434,483,42.0,88.83
75633,484,168.0,90.09
75777,485,42.0,89.46
75867,486,21.0,88.83
76016,487,189.0,89.46
76143,488,63.0,89.46
76209,489,21.0,88.62
76358,490,126.0,89.04
76539,491,147.0,89.88
76716,492,189.0,90.93
76881,493,63.0,90.09
77110,494,147.0,90.51
77339,495,105.0,91.35
77524,496,168.0,92.4
77559,497,0.0,92.19
77806,498,63.0,91.56
77833,499,21.0,90.93
77893,500,84.0,88.2
78039,501,105.0,88.41
78111,502,21.0,87.99
78185,503,0.0,87.57
78328,504,126.0,87.99
78477,505,63.0,87.36
78717,506,21.0,86.31
78841,507,105.0,86.94
78985,508,126.0,87.78
79134,509,42.0,87.78
79267,510,21.0,86.73
79448,511,42.0,86.52
79571,512,105.0,87.15
79638,513,42.0,87.57
79787,514,84.0,86.94
79936,515,84.0,86.73
79995,516,42.0,86.1
80056,517,42.0,85.68
80211,518,147.0,86.31
80392,519,126.0,87.36
80605,520,168.0,88.41
80749,521,147.0,89.88
80884,522,63.0,89.67
80975,523,21.0,89.04
81100,524,42.0,88.83
81162,525,21.0,87.57
81245,526,42.0,86.73
81426,527,105.0,86.94
81583,528,63.0,86.52
81776,529,105.0,86.73
81925,530,84.0,86.52
82090,531,63.0,86.1
82271,532,84.0,86.1
82331,533,21.0,85.47
82414,534,42.0,84.21
82485,535,63.0,84.21
82514,536,21.0,83.79
82725,537,105.0,83.58
82898,538,21.0,83.16
83039,539,63.0,83.58
83220,540,126.0,84.21
83367,541,147.0,84.84
83439,542,42.0,84.21
83468,543,0.0,83.16
83582,544,84.0,81.06
83705,545,105.0,81.48
83756,546,0.0,81.06
84033,547,210.0,81.48
84080,548,42.0,80.22
84207,549,63.0,79.59
84257,550,0.0,78.12
84329,551,21.0,77.91
84427,552,105.0,78.75
84572,553,126.0,79.8
84644,554,0.0,78.33
84814,555,105.0,78.96
84971,556,84.0,78.75
85062,557,63.0,78.96
85187,558,105.0,79.8
85317,559,84.0,79.8
85468,560,84.0,78.96
85612,561,84.0,79.38
85745,562,105.0,79.59
85872,563,42.0,79.17
85971,564,84.0,79.17
86151,565,84.0,78.12
86308,566,168.0,78.12
86457,567,126.0,78.54
86630,568,126.0,78.54
86761,569,126.0,79.38
86784,570,0.0,79.17
86915,571,42.0,79.17
87048,572,21.0,78.54
87223,573,168.0,79.8
87364,574,84.0,80.01
87489,575,105.0,79.8
87638,576,126.0,80.22
87699,577,42.0,80.64
87760,578,63.0,80.22
87826,579,42.0,79.59
87999,580,126.0,78.33
88123,581,63.0,77.91
88206,582,21.0,77.91
88245,583,42.0,77.91
88384,584,63.0,76.86
88507,585,84.0,77.28
88573,586,63.0,77.7
88746,587,126.0,77.07
88979,588,147.0,77.91
89041,589,21.0,77.91
89156,590,84.0,77.49
89227,591,63.0,76.65
89326,592,84.0,75.6
89471,593,147.0,76.44
89732,594,189.0,76.86
89913,595,105.0,76.86
89954,596,21.0,75.39
90178,597,189.0,77.28
90343,598,63.0,77.28
90532,599,126.0,78.33
90595,600,21.0,77.7
90658,601,21.0,76.86
90772,602,126.0,77.91
90905,603,42.0,78.33
91046,604,105.0,78.12
91189,605,105.0,78.54
91402,606,147.0,79.8
91551,607,126.0,80.01
91724,608,147.0,80.22
91902,609,168.0,81.48
92075,610,63.0,81.9
92224,611,147.0,82.95
92421,612,84.0,82.74
92548,613,84.0,83.16
92636,614,63.0,82.95
92718,615,63.0,82.74
92963,616,63.0,82.95
93170,617,168.0,84.21
93335,618,21.0,82.95
93558,619,126.0,82.95
93587,620,0.0,81.27
93832,621,210.0,81.9
94029,622,84.0,82.11
94154,623,105.0,82.95
94375,624,105.0,83.58
94537,625,105.0,84.42
94702,626,147.0,85.47
94867,627,105.0,85.47
95000,628,21.0,85.05
95093,629,63.0,84.63
95122,630,21.0,84.0
95269,631,105.0,84.42
95434,632,84.0,84.42
95522,633,63.0,84.84
95596,634,63.0,85.05
95921,635,231.0,86.73
96086,636,63.0,87.15
96216,637,105.0,87.15
96271,638,21.0,87.15
96332,639,63.0,87.15
96575,640,105.0,86.94
96785,641,189.0,87.36
96934,642,105.0,87.99
97099,643,126.0,89.25
97236,644,126.0,89.67
97415,645,105.0,89.67
97596,646,126.0,90.93
97769,647,147.0,90.3
97832,648,21.0,90.09
98024,649,105.0,90.51
98277,650,105.0,91.56
98426,651,63.0,91.98
98551,652,63.0,91.56
98681,653,84.0,91.14
98806,654,63.0,91.77
99027,655,63.0,91.35
99184,656,105.0,91.56
99316,657,63.0,91.56
99457,658,105.0,91.56
99654,659,210.0,92.82
99811,660,126.0,93.24
99958,661,105.0,93.45
100166,662,105.0,93.45
100246,663,63.0,93.66
100323,664,63.0,93.45
100389,665,42.0,93.03
100571,666,105.0,92.4
100603,667,0.0,91.14
100757,668,126.0,91.14
100882,669,105.0,90.93
100972,670,84.0,91.77
101039,671,63.0,91.98
101180,672,84.0,92.61
101321,673,63.0,91.56
101474,674,126.0,91.98
101503,675,21.0,91.14
101545,676,21.0,90.09
101718,677,84.0,90.51
101865,678,105.0,90.93
102014,679,63.0,91.14
102157,680,63.0,90.51
102248,681,84.0,90.72
102414,682,126.0,91.77
102595,683,84.0,92.19
102720,684,63.0,92.19
102869,685,105.0,92.4
103014,686,105.0,92.82
103195,687,126.0,92.82
103336,688,105.0,92.4
103533,689,126.0,93.45
103594,690,21.0,92.82
103623,691,0.0,92.19
103721,692,63.0,91.98
103886,693,105.0,91.56
104051,694,84.0,90.51
104067,695,0.0,89.46
104261,696,105.0,90.3
104380,697,21.0,88.62
104525,698,105.0,89.04
104762,699,105.0,88.83
104959,700,189.0,90.51
105175,701,147.0,91.77
105332,702,63.0,91.14
105513,703,126.0,91.98
105560,704,42.0,91.35
105758,705,168.0,91.98
105947,706,168.0,92.19
106144,707,105.0,91.98
106217,708,84.0,91.35
106392,709,84.0,90.51
106573,710,126.0,91.14
106738,711,147.0,91.14
106911,712,105.0,91.35
106971,713,21.0,90.72
107118,714,105.0,91.14
107299,715,105.0,91.56
107456,716,84.0,91.77
107545,717,105.0,91.14
107676,718,63.0,91.56
107841,719,84.0,91.14
108006,720,147.0,92.61
108065,721,63.0,91.14
108094,722,21.0,90.51
108208,723,105.0,90.51
108365,724,84.0,90.3
108525,725,168.0,90.93
108698,726,168.0,91.14
108863,727,105.0,91.14
109052,728,189.0,92.82
109109,729,42.0,92.61
109170,730,63.0,93.03
109253,731,42.0,92.4
109418,732,105.0,92.61
109550,733,42.0,92.4
109691,734,147.0,93.24
109832,735,21.0,91.14
109965,736,63.0,91.14
110088,737,84.0,90.93
110226,738,84.0,91.56
110407,739,84.0,91.77
110548,740,42.0,91.14
110724,741,126.0,90.51
110873,742,63.0,90.09
111078,743,168.0,90.51
111259,744,168.0,90.93
111423,745,105.0,90.93
111479,746,42.0,90.09
111585,747,42.0,89.04
111696,748,42.0,89.25
111846,749,84.0,89.04
112059,750,189.0,89.88
112208,751,84.0,90.09
112373,752,84.0,90.3
112503,753,84.0,90.3
112558,754,42.0,90.09
112705,755,63.0,90.09
112808,756,84.0,89.88
112867,757,21.0,89.46
112896,758,21.0,88.62
113042,759,126.0,87.78
113255,760,147.0,87.99
113317,761,21.0,87.15
113346,762,0.0,86.1
113412,763,63.0,86.1
113617,764,147.0,86.94
113710,765,42.0,86.94
113809,766,63.0,86.52
113896,767,84.0,87.36
114019,768,63.0,86.73
114179,769,84.0,86.52
114328,770,105.0,86.73
114477,771,63.0,86.73
114618,772,63.0,86.52
114750,773,84.0,86.73
114891,774,84.0,86.31
114930,775,21.0,86.31
115144,776,189.0,87.99
115248,777,63.0,87.78
115277,778,0.0,86.73
115399,779,84.0,86.94
115520,780,105.0,87.36
115578,781,63.0,87.15
115642,782,21.0,86.1
115764,783,84.0,86.1
115926,784,105.0,86.52
116051,785,84.0,86.31
116192,786,126.0,86.52
116325,787,105.0,86.31
116471,788,105.0,86.31
116620,789,63.0,85.68
116801,790,105.0,86.52
116942,791,105.0,87.57
117073,792,105.0,87.99
117214,793,84.0,87.78
117371,794,84.0,87.78
117552,795,84.0,88.62
117700,796,147.0,89.04
117897,797,105.0,89.88
118094,798,147.0,90.3
118251,799,126.0,90.51
118443,800,147.0,90.09
118616,801,105.0,89.67
118751,802,84.0,89.88
118826,803,42.0,89.04
118959,804,105.0,89.67
119100,805,84.0,88.83
119249,806,63.0,87.78
119382,807,105.0,87.78
119527,808,126.0,88.2
119566,809,0.0,87.36
119705,810,126.0,87.36
119830,811,42.0,86.31
119885,812,42.0,85.68
120177,813,273.0,88.2
120358,814,105.0,88.2
120515,815,105.0,88.2
120696,816,105.0,88.41
120840,817,168.0,89.04
120981,818,63.0,89.04
121162,819,105.0,89.25
121343,820,105.0,88.83
121503,821,105.0,89.25
121628,822,84.0,89.88
121825,823,105.0,89.88
121974,824,126.0,90.3
122120,825,105.0,89.67
122269,826,63.0,88.62
122426,827,63.0,88.2
122567,828,126.0,87.57
122712,829,84.0,87.99
122917,830,210.0,89.46
123138,831,147.0,90.51
123195,832,21.0,89.67
123340,833,84.0,90.09
123521,834,126.0,89.88
123678,835,63.0,90.3
123693,836,0.0,89.67
123852,837,189.0,90.72
123876,838,0.0,89.88
124006,839,126.0,90.3
124163,840,126.0,91.14
124320,841,84.0,90.72
124354,842,21.0,90.3
124511,843,147.0,90.09
124676,844,126.0,89.67
124831,845,147.0,90.09
124892,846,42.0,90.09
125223,847,294.0,92.61
125380,848,126.0,93.45
125693,849,273.0,95.34
125722,850,21.0,93.66
125779,851,42.0,93.24
125840,852,84.0,93.24
125907,853,42.0,92.82
126128,854,168.0,94.08
126277,855,147.0,94.92
126442,856,63.0,94.71
126631,857,189.0,96.39
126780,858,63.0,96.81
126924,859,84.0,96.39
127057,860,84.0,95.76
127254,861,189.0,97.44
127395,862,105.0,98.49
127518,863,105.0,98.91
127553,864,0.0,97.44
127742,865,105.0,98.07
127883,866,168.0,99.12
128027,867,126.0,99.54
128160,868,63.0,99.54
128256,869,0.0,98.7
128348,870,21.0,97.86
128471,871,42.0,97.65
128521,872,42.0,97.44
128686,873,105.0,97.65
128883,874,147.0,98.28
129016,875,168.0,99.75
129165,876,21.0,98.07
129378,877,105.0,98.49
129527,878,84.0,99.33
129689,879,126.0,99.75
129809,880,63.0,99.33
129843,881,0.0,98.7
129992,882,63.0,99.12
130063,883,42.0,98.7
130092,884,21.0,97.86
130222,885,63.0,97.65
130403,886,105.0,97.44
130498,887,21.0,96.6
130548,888,42.0,95.97
130697,889,63.0,95.97
130745,890,21.0,95.13
130872,891,105.0,95.13
131045,892,63.0,94.71
131226,893,105.0,94.92
131375,894,126.0,95.34
131431,895,42.0,94.92
131569,896,105.0,94.5
131681,897,42.0,93.87
131715,898,0.0,92.4
131896,899,105.0,92.19
132053,900,126.0,91.98
132202,901,147.0,92.4
132351,902,105.0,92.61
132481,903,147.0,93.66
132646,904,84.0,93.45
132887,905,210.0,94.71
133008,906,63.0,94.71
133132,907,126.0,94.92
133214,908,21.0,93.87
133349,909,105.0,94.92
133376,910,63.0,94.29
133505,911,84.0,94.71
133630,912,105.0,95.34
133781,913,42.0,93.03
133840,914,42.0,92.4
133932,915,63.0,91.98
133961,916,42.0,91.35
134027,917,63.0,90.3
134168,918,84.0,90.51
134334,919,105.0,90.51
134446,920,84.0,90.3
134544,921,21.0,89.46
134631,922,105.0,89.67
134807,923,105.0,89.67
134956,924,105.0,89.46
135092,925,126.0,89.67
135153,926,42.0,89.46
135187,927,21.0,89.04
135384,928,126.0,89.04
135515,929,84.0,89.04
135602,930,84.0,87.78
135829,931,84.0,87.15
135954,932,84.0,87.78
136081,933,84.0,87.78
136222,934,105.0,87.57
136387,935,126.0,88.2
136552,936,105.0,89.25
136679,937,84.0,88.2
136820,938,105.0,89.25
136969,939,63.0,88.62
137302,940,294.0,90.3
137448,941,63.0,90.09
137749,942,210.0,91.98
137898,943,105.0,91.56
138063,944,84.0,91.14
138124,945,63.0,90.3
138153,946,21.0,90.09
138182,947,21.0,87.36
138280,948,84.0,86.94
138406,949,84.0,85.05
138456,950,21.0,85.05
138637,951,147.0,86.1
138818,952,147.0,86.73
138967,953,105.0,87.36
139148,954,147.0,87.15
139281,955,105.0,86.73
139462,956,84.0,86.94
139623,957,63.0,85.68
139788,958,126.0,86.31
139899,959,84.0,86.31
139998,960,42.0,85.89
140230,961,210.0,86.1
140355,962,105.0,86.1
140536,963,147.0,86.52
140685,964,84.0,87.36
140743,965,42.0,86.73
140858,966,126.0,86.31
141023,967,84.0,85.89
141188,968,147.0,86.73
141277,969,84.0,87.57
141463,970,126.0,88.62
141628,971,63.0,88.83
141761,972,126.0,89.67
141851,973,84.0,89.46
141901,974,63.0,88.62
142066,975,84.0,87.78
142215,976,84.0,88.41
142271,977,21.0,87.57
142332,978,63.0,87.36
142422,979,84.0,86.94
142579,980,42.0,86.73
142722,981,105.0,87.78
142794,982,21.0,87.36
142868,983,63.0,87.57
142916,984,0.0,87.36
143075,985,189.0,88.62
143224,986,42.0,87.99
143357,987,84.0,88.62
143570,988,147.0,89.67
143720,989,84.0,89.88
143853,990,84.0,90.51
144018,991,84.0,90.3
144279,992,231.0,91.98
144492,993,168.0,92.61
144641,994,63.0,91.98
144776,995,126.0,92.82
144819,996,42.0,92.19
144995,997,147.0,93.24
145094,998,21.0,93.45
145160,999,42.0,92.82
145184,1000,42.0,91.98
145298,1001,84.0,91.35
145474,1002,126.0,91.56
145623,1003,84.0,90.93
145756,1004,126.0,91.35
145881,1005,84.0,90.09
145938,1006,63.0,90.09
146031,1007,84.0,89.67
146066,1008,42.0,89.88
146247,1009,147.0,90.3
146369,1010,84.0,90.51
146403,1011,42.0,90.09
146568,1012,63.0,89.67
146733,1013,147.0,90.72
146896,1014,84.0,91.14
146919,1015,21.0,90.72
147058,1016,84.0,91.14
147169,1017,21.0,90.72
147231,1018,21.0,90.09
147361,1019,147.0,90.51
147510,1020,126.0,90.93
147683,1021,126.0,91.98
147826,1022,105.0,91.98
147866,1023,21.0,91.14
147895,1024,21.0,90.3
148089,1025,147.0,90.51
148152,1026,42.0,90.51
148298,1027,126.0,91.56
148463,1028,105.0,91.35
148772,1029,189.0,92.4
148949,1030,126.0,92.82
149098,1031,126.0,93.24
149263,1032,147.0,93.87
149412,1033,63.0,93.66
149543,1034,63.0,93.24
149692,1035,126.0,93.24
149723,1036,0.0,92.19
149854,1037,63.0,91.98
150125,1038,231.0,93.24
150207,1039,42.0,93.03
150247,1040,21.0,90.3
150401,1041,84.0,90.51
150583,1042,126.0,89.67
150732,1043,42.0,89.04
150913,1044,63.0,88.83
151062,1045,105.0,89.25
151273,1046,168.0,90.72
151406,1047,21.0,90.72
151571,1048,105.0,90.93
151736,1049,126.0,91.35
151925,1050,84.0,91.98
151992,1051,21.0,90.72
152125,1052,84.0,90.09
152282,1053,84.0,89.88
152444,1054,105.0,89.46
152577,1055,42.0,88.83
152742,1056,63.0,88.62
152899,1057,105.0,89.04
153058,1058,147.0,89.25
153231,1059,105.0,89.46
153396,1060,105.0,90.09
153577,1061,126.0,89.25
153701,1062,105.0,89.25
153730,1063,21.0,87.99
153780,1064,42.0,87.57
153961,1065,168.0,88.83
