timestep,episode,reward,mean_reward
21847,91,42.0,80.76923
21935,92,63.0,80.57609
22058,93,126.0,81.064514
22215,94,63.0,80.87234
22372,95,126.0,81.34737
22613,96,168.0,82.25
22770,97,21.0,81.61855
22927,98,42.0,81.21429
23148,99,126.0,81.666664
23209,100,0.0,80.85
23238,101,0.0,80.43
23497,102,63.0,80.64
23638,103,84.0,80.85
23829,104,42.0,80.64
23970,105,42.0,80.85
24255,106,105.0,81.48
24380,107,0.0,81.06
24577,108,168.0,82.11
24785,109,42.0,81.69
24859,110,0.0,81.48
25000,111,21.0,80.64
25189,112,21.0,80.43
25250,113,84.0,80.64
25380,114,84.0,80.64
25625,115,84.0,81.06
25807,116,168.0,82.53
25839,117,0.0,81.9
26009,118,42.0,81.9
26182,119,147.0,82.95
26332,120,84.0,83.58
26569,121,147.0,84.63
26806,122,147.0,85.05
27011,123,105.0,85.05
27155,124,105.0,85.26
27312,125,105.0,85.68
27517,126,126.0,86.52
27706,127,105.0,87.57
27853,128,84.0,86.73
28026,129,126.0,87.15
28311,130,147.0,87.78
28436,131,21.0,87.36
28646,132,210.0,88.62
28819,133,84.0,87.99
29008,134,105.0,87.36
29261,135,42.0,87.15
29386,136,126.0,87.15
29436,137,63.0,87.15
29508,138,0.0,86.52
29574,139,0.0,85.89
29802,140,105.0,85.89
29943,141,84.0,86.31
30123,142,84.0,85.47
30285,143,105.0,85.68
30458,144,63.0,85.26
30599,145,105.0,83.79
30891,146,189.0,84.63
31064,147,126.0,85.89
31221,148,189.0,85.89
31346,149,42.0,86.31
31862,150,210.0,88.2
32003,151,63.0,86.94
32074,152,0.0,86.1
32199,153,21.0,86.1
32345,154,42.0,85.68
32486,155,126.0,85.68
32659,156,84.0,85.68
32848,157,147.0,86.52
33009,158,84.0,86.73
33182,159,105.0,86.73
33371,160,105.0,85.89
33506,161,105.0,86.52
33652,162,84.0,86.94
33865,163,105.0,86.94
34038,164,84.0,86.1
34251,165,126.0,86.73
34551,166,189.0,88.2
34708,167,21.0,87.78
34865,168,189.0,87.57
35161,169,168.0,88.41
35318,170,147.0,88.62
35459,171,84.0,88.2
35808,172,231.0,89.88
35898,173,126.0,89.88
36013,174,63.0,90.3
36186,175,84.0,90.51
36423,176,168.0,90.72
36612,177,63.0,90.51
36641,178,21.0,90.3
36740,179,63.0,90.93
36881,180,63.0,91.35
37124,181,84.0,91.56
37329,182,126.0,92.61
37486,183,42.0,92.82
37771,184,42.0,89.46
37892,185,63.0,89.88
37921,186,0.0,89.67
38179,187,189.0,91.14
38234,188,42.0,90.72
38380,189,105.0,89.88
38537,190,105.0,89.67
38694,191,84.0,90.09
38835,192,63.0,90.09
38891,193,42.0,89.25
39014,194,105.0,89.67
39331,195,42.0,88.83
39488,196,84.0,87.99
39632,197,105.0,88.83
39805,198,105.0,89.46
39860,199,21.0,88.41
39921,200,21.0,88.62
40161,201,168.0,90.3
40334,202,105.0,90.72
40405,203,63.0,90.51
40434,204,0.0,90.09
40600,205,168.0,91.35
40807,206,168.0,91.98
40850,207,42.0,92.4
41023,208,84.0,91.56
41208,209,147.0,92.61
41266,210,42.0,93.03
41423,211,42.0,93.24
41596,212,147.0,94.5
41853,213,168.0,95.34
42010,214,147.0,95.97
42247,215,84.0,95.97
42452,216,63.0,94.92
42513,217,21.0,95.13
42542,218,0.0,94.71
42571,219,21.0,93.45
42701,220,84.0,93.45
42861,221,126.0,93.24
43044,222,42.0,92.19
43143,223,84.0,91.98
43268,224,84.0,91.77
43414,225,126.0,91.98
43571,226,126.0,91.98
43808,227,105.0,91.98
44029,228,126.0,92.4
44184,229,42.0,91.56
44247,230,42.0,90.51
44370,231,63.0,90.93
44401,232,0.0,88.83
44688,233,126.0,89.25
44861,234,105.0,89.25
44932,235,105.0,89.88
45369,236,294.0,91.56
45702,237,168.0,92.61
45725,238,0.0,92.61
45818,239,21.0,92.82
46205,240,147.0,93.24
46378,241,42.0,92.82
46551,242,63.0,92.61
46896,243,189.0,93.45
47027,244,0.0,92.82
47168,245,126.0,93.03
47293,246,63.0,91.77
47434,247,21.0,90.72
47491,248,42.0,89.25
47645,249,84.0,89.67
47709,250,21.0,87.78
47783,251,0.0,87.15
47942,252,126.0,88.41
48131,253,126.0,89.46
48272,254,84.0,89.88
48477,255,84.0,89.46
48608,256,42.0,89.04
48728,257,147.0,89.04
48850,258,63.0,88.83
49023,259,147.0,89.25
49084,260,21.0,88.41
49310,261,189.0,89.25
49499,262,126.0,89.67
49672,263,105.0,89.67
49818,264,84.0,89.67
49991,265,126.0,89.67
50146,266,105.0,88.83
50271,267,84.0,89.46
50396,268,0.0,87.57
50537,269,63.0,86.52
50850,270,63.0,85.68
50991,271,63.0,85.47
51228,272,84.0,84.0
51259,273,63.0,83.37
51405,274,84.0,83.58
51610,275,84.0,83.58
51783,276,105.0,82.95
51940,277,126.0,83.58
52085,278,84.0,84.21
52242,279,63.0,84.21
52527,280,63.0,84.21
52684,281,84.0,84.21
52907,282,168.0,84.63
53048,283,21.0,84.42
53253,284,105.0,85.05
53378,285,63.0,85.05
53532,286,84.0,85.89
53615,287,42.0,84.42
53740,288,63.0,84.63
54169,289,210.0,85.68
54615,290,273.0,87.36
54740,291,126.0,87.78
54945,292,42.0,87.57
55060,293,63.0,87.78
55206,294,168.0,88.41
55515,295,63.0,88.62
55672,296,105.0,88.83
55732,297,21.0,87.99
55761,298,0.0,86.94
55828,299,42.0,87.15
55851,300,42.0,87.36
56001,301,105.0,86.73
56254,302,147.0,87.15
56411,303,126.0,87.78
56604,304,105.0,88.83
56796,305,189.0,89.04
56852,306,0.0,87.36
56998,307,42.0,87.36
57171,308,105.0,87.57
57362,309,105.0,87.15
57535,310,147.0,88.2
57692,311,126.0,89.04
57849,312,105.0,88.62
58063,313,147.0,88.41
58204,314,63.0,87.57
58345,315,84.0,87.57
58502,316,189.0,88.83
58646,317,84.0,89.46
58782,318,84.0,90.3
58832,319,21.0,90.3
59333,320,168.0,91.14
59457,321,189.0,91.77
59539,322,21.0,91.56
59696,323,105.0,91.77
59917,324,231.0,93.24
60060,325,63.0,92.61
60239,326,126.0,92.61
60412,327,105.0,92.61
60563,328,105.0,92.4
60707,329,126.0,93.24
60896,330,189.0,94.71
61053,331,105.0,95.13
61210,332,147.0,96.6
61337,333,84.0,96.18
61403,334,105.0,96.18
61560,335,84.0,95.97
61733,336,126.0,94.29
61867,337,126.0,93.87
62040,338,147.0,95.34
62213,339,147.0,96.6
62294,340,42.0,95.55
62456,341,105.0,96.18
62645,342,105.0,96.6
62818,343,84.0,95.55
62959,344,105.0,96.6
63086,345,63.0,95.97
63115,346,42.0,95.76
63149,347,21.0,95.76
63378,348,189.0,97.23
63553,349,147.0,97.86
63710,350,126.0,98.91
63915,351,126.0,100.17
64088,352,84.0,99.75
64235,353,168.0,100.17
64440,354,126.0,100.59
64581,355,126.0,101.01
64622,356,42.0,101.01
64816,357,168.0,101.22
64941,358,21.0,100.8
65146,359,63.0,99.96
65303,360,147.0,101.22
65444,361,105.0,100.38
65633,362,126.0,100.38
65763,363,84.0,100.17
65968,364,147.0,100.8
66141,365,168.0,101.22
66266,366,0.0,100.17
66442,367,126.0,100.59
66481,368,0.0,100.59
66542,369,0.0,99.96
66593,370,42.0,99.75
66754,371,147.0,100.59
66873,372,84.0,100.59
66940,373,21.0,100.17
67065,374,126.0,100.59
67121,375,42.0,100.17
67276,376,147.0,100.59
67497,377,63.0,99.96
67686,378,147.0,100.59
67818,379,105.0,101.01
67959,380,84.0,101.22
67998,381,0.0,100.38
68145,382,105.0,99.75
68290,383,189.0,101.43
68362,384,0.0,100.38
68460,385,21.0,99.96
68769,386,294.0,102.06
68915,387,126.0,102.9
68986,388,42.0,102.69
69085,389,21.0,100.8
69258,390,63.0,98.7
69321,391,21.0,97.65
69419,392,21.0,97.44
69608,393,168.0,98.49
69797,394,126.0,98.07
69956,395,126.0,98.7
70091,396,147.0,99.12
70141,397,42.0,99.33
70314,398,105.0,100.38
70519,399,105.0,101.01
70682,400,105.0,101.64
70887,401,168.0,102.27
70926,402,42.0,101.22
71121,403,189.0,101.85
71265,404,84.0,101.64
71390,405,84.0,100.59
71547,406,84.0,101.43
71688,407,84.0,101.85
71817,408,147.0,102.27
71968,409,63.0,101.85
72019,410,21.0,100.59
72154,411,21.0,99.54
72361,412,126.0,99.75
72518,413,126.0,99.54
72659,414,105.0,99.96
72896,415,126.0,100.38
73078,416,126.0,99.75
73142,417,42.0,99.33
73264,418,84.0,99.33
73853,419,294.0,102.06
73910,420,63.0,101.01
74025,421,84.0,99.96
74182,422,84.0,100.59
74307,423,84.0,100.38
74469,424,63.0,98.7
74594,425,42.0,98.49
74767,426,105.0,98.28
74908,427,42.0,97.65
75062,428,126.0,97.86
75091,429,21.0,96.81
75152,430,0.0,94.92
75218,431,21.0,94.08
75430,432,168.0,94.29
75571,433,42.0,93.87
75754,434,189.0,94.71
75805,435,21.0,94.08
75970,436,105.0,93.87
76143,437,105.0,93.66
76316,438,126.0,93.45
76473,439,105.0,93.03
76529,440,42.0,93.03
76715,441,84.0,92.82
76888,442,105.0,92.82
77061,443,105.0,93.03
77204,444,105.0,93.03
77276,445,42.0,92.82
77342,446,63.0,93.03
77499,447,105.0,93.87
77558,448,63.0,92.61
77673,449,63.0,91.77
77846,450,147.0,91.98
78003,451,147.0,92.19
78150,452,105.0,92.4
78355,453,126.0,91.98
78496,454,126.0,91.98
78599,455,0.0,90.72
78729,456,84.0,91.14
78870,457,84.0,90.3
79235,458,210.0,92.19
79392,459,105.0,92.61
79515,460,105.0,92.19
79581,461,42.0,91.56
79722,462,126.0,91.56
79879,463,105.0,91.77
80092,464,63.0,90.93
80153,465,63.0,89.88
80182,466,42.0,90.3
80243,467,63.0,89.67
80404,468,126.0,90.93
80593,469,168.0,92.61
80766,470,105.0,93.24
80839,471,21.0,91.98
80982,472,105.0,92.19
81139,473,84.0,92.82
81178,474,0.0,91.56
81309,475,42.0,91.56
81505,476,147.0,91.56
81656,477,126.0,92.19
81691,478,42.0,91.14
81746,479,42.0,90.51
81870,480,84.0,90.51
81904,481,42.0,90.93
81992,482,63.0,90.51
82362,483,147.0,90.09
82515,484,147.0,91.56
82550,485,21.0,91.56
82707,486,42.0,89.04
82864,487,126.0,89.04
83585,488,336.0,91.98
83758,489,84.0,92.61
83931,490,105.0,93.03
84088,491,147.0,94.29
84247,492,126.0,95.34
84420,493,105.0,94.71
84577,494,168.0,95.13
84750,495,105.0,94.92
84990,496,126.0,94.71
85150,497,105.0,95.34
85275,498,84.0,95.13
85448,499,126.0,95.34
85657,500,126.0,95.55
85822,501,147.0,95.34
86011,502,168.0,96.6
86152,503,63.0,95.34
86293,504,105.0,95.55
86459,505,63.0,95.34
86648,506,84.0,95.34
86853,507,105.0,95.55
86994,508,42.0,94.5
87482,509,189.0,95.76
87498,510,0.0,95.55
87644,511,84.0,96.18
87801,512,42.0,95.34
87949,513,84.0,94.92
88122,514,147.0,95.34
88263,515,105.0,95.13
88404,516,63.0,94.5
88591,517,189.0,95.97
88620,518,0.0,95.13
88655,519,0.0,92.19
88812,520,63.0,92.19
89054,521,147.0,92.82
89243,522,105.0,93.03
89400,523,105.0,93.24
89541,524,147.0,94.08
89672,525,84.0,94.5
89861,526,147.0,94.92
90127,527,126.0,95.76
90193,528,84.0,95.34
90398,529,147.0,96.6
90539,530,63.0,97.23
90631,531,42.0,97.44
90660,532,21.0,95.97
91302,533,189.0,97.44
91603,534,189.0,97.44
91781,535,105.0,98.28
91906,536,63.0,97.86
92063,537,105.0,97.86
92204,538,126.0,97.86
92353,539,147.0,98.28
92510,540,42.0,98.28
92747,541,126.0,98.7
92872,542,84.0,98.49
93016,543,126.0,98.7
93189,544,105.0,98.7
93458,545,147.0,99.75
93631,546,42.0,99.54
93810,547,147.0,99.96
94079,548,189.0,101.22
94268,549,105.0,101.64
94473,550,126.0,101.43
94633,551,147.0,101.43
94822,552,210.0,102.48
94979,553,63.0,101.85
95207,554,189.0,102.48
95380,555,0.0,102.48
95521,556,21.0,101.85
95662,557,126.0,102.27
95840,558,147.0,101.64
96013,559,126.0,101.85
96170,560,147.0,102.27
96343,561,84.0,102.69
96403,562,21.0,101.64
96486,563,63.0,101.22
96643,564,84.0,101.43
96912,565,63.0,101.43
96971,566,84.0,101.85
97000,567,21.0,101.43
97061,568,84.0,101.01
97143,569,0.0,99.33
97301,570,126.0,99.54
97336,571,42.0,99.75
97525,572,168.0,100.38
97698,573,105.0,100.59
97843,574,147.0,102.06
97915,575,21.0,101.85
98029,576,84.0,101.22
98068,577,21.0,100.17
98227,578,105.0,100.8
98400,579,189.0,102.27
98557,580,126.0,102.69
98698,581,63.0,102.9
98847,582,168.0,103.95
99052,583,21.0,102.69
99177,584,0.0,101.22
99350,585,63.0,101.64
99509,586,168.0,102.9
99682,587,63.0,102.27
99839,588,147.0,100.38
100223,589,252.0,102.06
100428,590,105.0,102.06
100601,591,105.0,101.64
100726,592,21.0,100.59
100850,593,105.0,100.59
100911,594,63.0,99.54
100962,595,21.0,98.7
101119,596,105.0,98.49
101278,597,84.0,98.28
101451,598,105.0,98.49
101656,599,126.0,98.49
101797,600,84.0,98.07
101940,601,63.0,97.23
101979,602,0.0,95.55
102078,603,21.0,95.13
102235,604,126.0,95.34
102384,605,105.0,95.76
102509,606,84.0,95.76
102634,607,0.0,94.71
102791,608,84.0,95.13
102937,609,63.0,93.87
103078,610,84.0,94.71
103259,611,84.0,94.71
103416,612,105.0,95.34
103472,613,63.0,95.13
103565,614,42.0,94.08
103815,615,84.0,93.87
104140,616,21.0,93.45
104266,617,42.0,91.98
104316,618,21.0,92.19
104473,619,105.0,93.24
104646,620,126.0,93.87
104828,621,168.0,94.08
104969,622,105.0,94.08
105130,623,105.0,94.08
105383,624,105.0,93.66
105502,625,84.0,93.66
105531,626,21.0,92.4
105592,627,21.0,91.35
105621,628,21.0,90.72
105863,629,147.0,90.72
106036,630,84.0,90.93
106097,631,21.0,90.72
106244,632,126.0,91.77
106369,633,21.0,90.09
106526,634,42.0,88.62
106686,635,147.0,89.04
106843,636,42.0,88.83
107032,637,84.0,88.62
107701,638,147.0,88.83
107879,639,147.0,88.83
108100,640,168.0,90.09
108301,641,147.0,90.3
108334,642,21.0,89.67
108562,643,126.0,89.67
108823,644,126.0,89.88
108964,645,126.0,89.67
109105,646,84.0,90.09
109236,647,126.0,89.88
109393,648,84.0,88.83
109566,649,168.0,89.46
109691,650,21.0,88.41
109752,651,21.0,87.15
109850,652,105.0,86.1
109975,653,63.0,86.1
110246,654,168.0,85.89
110387,655,21.0,86.1
110512,656,0.0,85.89
110655,657,84.0,85.47
110831,658,147.0,85.47
111004,659,126.0,85.47
111145,660,63.0,84.63
111302,661,105.0,84.84
111423,662,147.0,86.1
111713,663,231.0,87.78
111870,664,105.0,87.99
112035,665,105.0,88.41
112230,666,147.0,89.04
112355,667,42.0,89.25
112496,668,21.0,88.62
112797,669,147.0,90.09
112917,670,105.0,89.88
112960,671,42.0,89.88
113165,672,168.0,89.88
113338,673,126.0,90.09
113515,674,168.0,90.3
113672,675,105.0,91.14
113829,676,84.0,91.14
114062,677,63.0,91.56
114224,678,84.0,91.35
114381,679,105.0,90.51
114554,680,147.0,90.72
114625,681,63.0,90.72
114790,682,105.0,90.09
115159,683,210.0,91.98
115300,684,63.0,92.61
115489,685,126.0,93.24
115630,686,84.0,92.4
115805,687,105.0,92.82
115962,688,84.0,92.19
116215,689,147.0,91.14
116286,690,63.0,90.72
116407,691,105.0,90.72
116481,692,42.0,90.93
116654,693,84.0,90.72
117219,694,315.0,93.24
117394,695,21.0,93.24
117529,696,126.0,93.45
117580,697,21.0,92.82
117737,698,63.0,92.4
118147,699,168.0,92.82
118304,700,42.0,92.4
118461,701,63.0,92.4
118602,702,42.0,92.82
118745,703,105.0,93.66
118816,704,21.0,92.61
118915,705,63.0,92.19
119088,706,126.0,92.61
119232,707,63.0,93.24
119413,708,63.0,93.03
119538,709,21.0,92.61
119679,710,63.0,92.4
119801,711,126.0,92.82
119852,712,42.0,92.19
120229,713,126.0,92.82
120354,714,63.0,93.03
120519,715,84.0,93.03
120622,716,84.0,93.66
120755,717,63.0,93.87
120896,718,42.0,94.08
121053,719,63.0,93.66
121402,720,105.0,93.45
121629,721,84.0,92.61
121754,722,105.0,92.61
121927,723,63.0,92.19
121966,724,42.0,91.56
122147,725,147.0,92.19
122304,726,42.0,92.4
122645,727,168.0,93.87
122818,728,105.0,94.71
122994,729,168.0,94.92
123119,730,21.0,94.29
123244,731,0.0,94.08
123379,732,0.0,92.82
123442,733,42.0,93.03
123572,734,105.0,93.66
123697,735,42.0,92.61
123854,736,105.0,93.24
124052,737,189.0,94.29
124209,738,168.0,94.5
124414,739,126.0,94.29
124555,740,105.0,93.66
124685,741,42.0,92.61
124708,742,21.0,92.61
124737,743,21.0,91.56
124884,744,105.0,91.35
125160,745,231.0,92.4
125333,746,189.0,93.45
125534,747,147.0,93.66
125567,748,21.0,93.03
125693,749,84.0,92.19
125728,750,42.0,92.4
125783,751,63.0,92.82
125930,752,105.0,92.82
125986,753,21.0,92.4
126015,754,0.0,90.72
126121,755,84.0,91.35
126169,756,21.0,91.56
126317,757,84.0,91.56
126421,758,21.0,90.3
126503,759,84.0,89.88
126543,760,0.0,89.25
126687,761,126.0,89.46
126876,762,147.0,89.46
127241,763,294.0,90.09
127366,764,42.0,89.46
127516,765,126.0,89.67
127673,766,147.0,89.67
127798,767,84.0,90.09
127971,768,168.0,91.56
128117,769,147.0,91.56
128274,770,105.0,91.56
128447,771,147.0,92.61
128588,772,42.0,91.35
128712,773,147.0,91.56
128747,774,21.0,90.09
128834,775,21.0,89.25
128909,776,0.0,88.41
129128,777,147.0,89.25
129269,778,42.0,88.83
129458,779,168.0,89.46
129599,780,84.0,88.83
129763,781,126.0,89.46
129904,782,63.0,89.04
130091,783,105.0,87.99
130190,784,84.0,88.2
130245,785,63.0,87.57
130376,786,63.0,87.36
130541,787,168.0,87.99
130698,788,189.0,89.04
130777,789,42.0,87.99
130852,790,42.0,87.78
131032,791,189.0,88.62
131189,792,42.0,88.62
131314,793,84.0,88.62
131503,794,105.0,86.52
131637,795,84.0,87.15
131810,796,147.0,87.36
131905,797,21.0,87.36
131964,798,21.0,86.94
132109,799,84.0,86.1
132148,800,0.0,85.68
132279,801,63.0,85.68
132468,802,147.0,86.73
132559,803,105.0,86.73
132620,804,21.0,86.73
132654,805,42.0,86.52
132678,806,21.0,85.47
132800,807,42.0,85.26
132893,808,105.0,85.68
132944,809,0.0,85.47
133117,810,105.0,85.89
133263,811,105.0,85.68
133604,812,252.0,87.78
133761,813,84.0,87.36
133902,814,63.0,87.36
134063,815,147.0,87.99
134151,816,63.0,87.78
134243,817,63.0,87.78
134294,818,42.0,87.78
134386,819,42.0,87.57
134452,820,63.0,87.15
134577,821,21.0,86.52
134750,822,105.0,86.52
135164,823,273.0,88.62
135457,824,126.0,89.46
135630,825,147.0,89.46
135819,826,126.0,90.3
135945,827,63.0,89.25
135996,828,84.0,89.04
136169,829,126.0,88.62
136342,830,147.0,89.88
136565,831,189.0,91.77
136722,832,63.0,92.4
136847,833,84.0,92.82
136988,834,84.0,92.61
137141,835,105.0,93.24
137496,836,147.0,93.66
137637,837,105.0,92.82
137810,838,63.0,91.77
137959,839,105.0,91.56
138132,840,147.0,91.98
138337,841,147.0,93.03
138542,842,147.0,94.29
138718,843,126.0,95.34
138875,844,105.0,95.34
139048,845,105.0,94.08
139221,846,105.0,93.24
139414,847,147.0,93.24
139555,848,63.0,93.66
139594,849,0.0,92.82
139725,850,84.0,93.24
139925,851,105.0,93.66
140061,852,105.0,93.66
140143,853,21.0,93.66
140183,854,21.0,93.87
140345,855,126.0,94.29
140511,856,126.0,95.34
140684,857,168.0,96.18
141025,858,273.0,98.7
141066,859,0.0,97.86
141245,860,147.0,99.33
141450,861,189.0,99.96
141623,862,84.0,99.33
141780,863,126.0,97.65
141841,864,0.0,97.23
141870,865,0.0,95.97
142257,866,189.0,96.39
142478,867,105.0,96.6
142658,868,126.0,96.18
142985,869,126.0,95.97
143036,870,0.0,94.92
143177,871,105.0,94.5
143389,872,189.0,95.97
143514,873,0.0,94.5
143687,874,147.0,95.76
143844,875,84.0,96.39
144003,876,126.0,97.65
144160,877,84.0,97.02
144301,878,126.0,97.86
144442,879,63.0,96.81
144498,880,21.0,96.18
144527,881,42.0,95.34
144588,882,21.0,94.92
144702,883,63.0,94.5
144915,884,147.0,95.13
145273,885,147.0,95.97
145542,886,231.0,97.65
145683,887,21.0,96.18
145920,888,189.0,96.18
146105,889,147.0,97.23
146246,890,84.0,97.65
146325,891,63.0,96.39
146400,892,42.0,96.39
146521,893,126.0,96.81
146659,894,105.0,96.81
146816,895,126.0,97.23
146989,896,168.0,97.44
147080,897,84.0,98.07
147109,898,0.0,97.86
147319,899,147.0,98.49
147460,900,84.0,99.33
147552,901,126.0,99.96
147650,902,63.0,99.12
147791,903,63.0,98.7
147964,904,126.0,99.75
148093,905,63.0,99.96
148266,906,168.0,101.43
148305,907,0.0,101.01
148548,908,126.0,101.22
148693,909,126.0,102.48
148834,910,105.0,102.48
148991,911,147.0,102.9
149132,912,21.0,100.59
149279,913,63.0,100.38
149350,914,63.0,100.38
149497,915,126.0,100.17
149654,916,126.0,100.8
149877,917,105.0,101.22
150146,918,168.0,102.48
150319,919,126.0,103.32
150548,920,126.0,103.95
150737,921,84.0,104.58
150932,922,126.0,104.79
151105,923,105.0,103.11
151262,924,147.0,103.32
151435,925,42.0,102.27
151616,926,126.0,102.27
151680,927,42.0,102.06
152266,928,168.0,102.9
152471,929,189.0,103.53
152696,930,147.0,103.53
152837,931,21.0,101.85
153026,932,84.0,102.06
153247,933,42.0,101.64
153374,934,42.0,101.22
153472,935,21.0,100.38
153645,936,42.0,99.33
153685,937,42.0,98.7
153828,938,63.0,98.7
153867,939,21.0,97.86
153982,940,0.0,96.39
154053,941,21.0,95.13
154201,942,84.0,94.5
154342,943,63.0,93.87
154499,944,42.0,93.24
154672,945,147.0,93.66
154822,946,105.0,93.66
154963,947,126.0,93.45
155058,948,42.0,93.24
155188,949,63.0,93.87
155329,950,84.0,93.87
155470,951,42.0,93.24
155667,952,168.0,93.87
155824,953,63.0,94.29
155949,954,126.0,95.34
156330,955,189.0,95.97
156553,956,168.0,96.39
156694,957,21.0,94.92
156851,958,21.0,92.4
157024,959,168.0,94.08
157199,960,126.0,93.87
157788,961,147.0,93.45
157913,962,0.0,92.61
158070,963,126.0,92.61
158268,964,168.0,94.29
158284,965,0.0,94.29
158462,966,126.0,93.66
158533,967,63.0,93.24
158589,968,42.0,92.4
158695,969,84.0,91.98
158836,970,63.0,92.61
158993,971,42.0,91.98
159137,972,84.0,90.93
159502,973,210.0,93.03
159627,974,0.0,91.56
159768,975,105.0,91.77
159943,976,168.0,92.19
160224,977,252.0,93.87
160381,978,63.0,93.24
160538,979,105.0,93.66
160695,980,42.0,93.87
160752,981,63.0,94.08
160915,982,21.0,94.08
161072,983,105.0,94.5
161301,984,105.0,94.08
161460,985,105.0,93.66
161649,986,105.0,92.4
161774,987,105.0,93.24
161947,988,189.0,93.24
162110,989,84.0,92.61
162165,990,63.0,92.4
162296,991,63.0,92.4
162511,992,147.0,93.45
162642,993,42.0,92.61
162730,994,63.0,92.19
162796,995,0.0,90.93
162953,996,84.0,90.09
163075,997,105.0,90.3
163125,998,0.0,90.3
163266,999,84.0,89.67
163407,1000,105.0,89.88
163470,1001,21.0,88.83
163856,1002,168.0,89.88
164357,1003,147.0,90.72
164514,1004,84.0,90.3
165127,1005,252.0,92.19
165177,1006,42.0,90.93
165334,1007,84.0,91.77
165475,1008,84.0,91.35
165623,1009,84.0,90.93
165726,1010,42.0,90.3
165793,1011,42.0,89.25
165966,1012,105.0,90.09
166144,1013,105.0,90.51
166333,1014,126.0,91.14
166538,1015,126.0,91.14
166561,1016,42.0,90.3
166727,1017,147.0,90.72
166884,1018,105.0,90.09
167025,1019,63.0,89.46
167214,1020,147.0,89.67
167377,1021,126.0,90.09
167401,1022,21.0,89.04
167531,1023,63.0,88.62
167688,1024,168.0,88.83
167781,1025,42.0,88.83
167896,1026,105.0,88.62
168053,1027,63.0,88.83
168210,1028,105.0,88.2
168270,1029,63.0,86.94
168401,1030,105.0,86.52
168574,1031,63.0,86.94
168715,1032,42.0,86.52
168890,1033,147.0,87.57
169215,1034,210.0,89.25
169340,1035,21.0,89.25
169481,1036,63.0,89.46
169605,1037,84.0,89.88
169639,1038,63.0,89.88
169812,1039,147.0,91.14
169985,1040,147.0,92.61
170149,1041,147.0,93.87
170498,1042,189.0,94.92
170671,1043,126.0,95.55
170836,1044,105.0,96.18
171013,1045,147.0,96.18
171117,1046,63.0,95.76
171215,1047,63.0,95.13
171340,1048,84.0,95.55
171520,1049,126.0,96.18
171687,1050,84.0,96.18
171786,1051,63.0,96.39
171841,1052,42.0,95.13
171975,1053,63.0,95.13
172116,1054,42.0,94.29
172425,1055,294.0,95.34
172582,1056,105.0,94.71
172728,1057,42.0,94.92
172869,1058,105.0,95.76
173010,1059,84.0,94.92
173167,1060,147.0,95.13
173310,1061,84.0,94.5
173499,1062,147.0,95.97
173640,1063,42.0,95.13
173797,1064,105.0,94.5
173960,1065,105.0,95.55
