timestep,episode,reward,length,mean_reward,mean_length
117269,707,6.0,237,5.76,204.65
117434,708,4.0,165,5.76,204.69
117901,709,19.0,467,5.86,207.91
118274,710,6.0,373,5.86,209.91
118471,711,2.0,197,5.81,209.39
118512,712,1.0,41,5.75,208.59
118883,713,10.0,371,5.78,210.4
119064,714,4.0,181,5.8,211.55
119221,715,7.0,157,5.78,210.35
119334,716,4.0,113,5.77,209.67
119425,717,5.0,91,5.76,208.96
119540,718,2.0,115,5.77,208.78
119801,719,6.0,261,5.75,209.66
120126,720,13.0,325,5.76,206.86
120189,721,0.0,63,5.73,206.9
120351,722,5.0,162,5.77,208.23
120540,723,8.0,189,5.77,207.7
120673,724,5.0,133,5.72,205.54
120866,725,5.0,193,5.73,206.21
121466,726,15.0,600,5.85,211.55
121624,727,4.0,158,5.83,210.76
121769,728,5.0,145,5.79,210.24
121958,729,6.0,189,5.84,211.55
121987,730,1.0,29,5.82,211.01
122037,731,2.0,50,5.76,208.82
122250,732,8.0,213,5.77,208.82
122487,733,8.0,237,5.82,209.72
122527,734,0.0,40,5.78,208.79
122833,735,9.0,306,5.84,209.0
123229,736,15.0,396,5.95,211.55
123485,737,11.0,256,6.04,213.51
123861,738,7.0,376,6.07,215.96
124603,739,15.0,742,6.11,220.45
124666,740,2.0,63,6.11,219.97
124861,741,7.0,195,5.95,210.71
124917,742,1.0,56,5.93,209.1
125071,743,3.0,154,5.92,206.97
125284,744,5.0,213,5.96,208.53
125492,745,9.0,208,5.96,206.78
125817,746,12.0,325,6.02,205.98
125882,747,1.0,65,6.01,206.0
126027,748,4.0,145,5.98,201.66
126255,749,3.0,228,5.98,203.31
126374,750,2.0,119,5.99,204.21
126852,751,14.0,478,6.09,208.06
127086,752,7.0,234,6.15,210.06
127265,753,6.0,179,6.12,208.96
127518,754,4.0,253,6.11,209.34
127987,755,12.0,469,6.21,213.12
128136,756,6.0,149,6.22,212.32
128545,757,10.0,409,6.21,213.86
128574,758,1.0,29,6.13,211.78
128609,759,2.0,35,6.11,211.4
128854,760,7.0,245,6.16,212.64
129112,761,5.0,258,6.12,212.33
129277,762,6.0,165,6.12,211.53
129474,763,6.0,197,6.14,211.85
129671,764,4.0,197,6.13,211.85
129865,765,6.0,194,6.09,210.12
130030,766,7.0,165,6.11,210.28
130227,767,7.0,197,6.13,209.2
130456,768,8.0,229,6.12,208.76
130616,769,6.0,160,6.09,208.49
130736,770,3.0,120,6.11,208.87
131020,771,7.0,284,6.09,209.9
131047,772,1.0,27,6.08,207.56
131141,773,3.0,94,6.04,206.57
131240,774,0.0,99,6.02,205.75
131421,775,5.0,181,6.04,206.29
131516,776,3.0,95,5.97,205.29
131677,777,4.0,161,5.92,204.82
131858,778,7.0,181,5.92,204.64
132017,779,4.0,159,5.94,205.48
132047,780,1.0,30,5.95,205.62
132350,781,8.0,303,5.94,203.79
132707,782,11.0,357,6.01,205.39
132936,783,1.0,229,5.96,206.19
133025,784,1.0,89,5.89,204.79
133081,785,2.0,56,5.87,203.86
133251,786,7.0,170,5.85,203.19
133448,787,5.0,197,5.87,203.59
133713,788,7.0,265,5.91,205.13
133984,789,7.0,271,5.91,205.68
135120,790,26.0,1136,6.15,216.61
135157,791,0.0,37,6.09,214.69
135212,792,2.0,55,5.99,211.83
135502,793,10.0,290,5.95,211.53
135739,794,10.0,237,6.02,213.03
135968,795,9.0,229,6.07,214.05
136108,796,2.0,140,6.03,213.92
136640,797,19.0,532,6.14,217.12
136973,798,7.0,333,6.15,217.36
136998,799,0.0,25,6.1,216.12
137159,800,3.0,161,6.13,216.86
137606,801,14.0,447,6.15,217.8
137789,802,6.0,183,6.14,217.34
137944,803,3.0,155,6.14,217.24
138304,804,10.0,360,6.16,217.75
138396,805,2.0,92,6.09,216.25
138527,806,6.0,131,6.07,214.95
138708,807,7.0,181,6.08,214.39
139193,808,13.0,485,6.17,217.59
139768,809,15.0,575,6.13,218.67
140045,810,8.0,277,6.15,217.71
140206,811,5.0,161,6.18,217.35
140377,812,5.0,171,6.22,218.65
140616,813,10.0,239,6.22,217.33
141181,814,18.0,565,6.36,221.17
141366,815,7.0,185,6.36,221.45
141396,816,1.0,30,6.33,220.62
141644,817,13.0,248,6.41,222.19
141734,818,4.0,90,6.43,221.94
141797,819,2.0,63,6.39,219.96
141988,820,3.0,191,6.29,218.62
142081,821,2.0,93,6.31,218.92
142110,822,1.0,29,6.27,217.59
142352,823,8.0,242,6.27,218.12
142677,824,11.0,325,6.33,220.04
142826,825,6.0,149,6.34,219.6
143795,826,25.0,969,6.44,223.29
143817,827,1.0,22,6.41,221.93
143846,828,0.0,29,6.36,220.77
144323,829,12.0,477,6.42,223.65
144706,830,8.0,383,6.49,227.19
144895,831,5.0,189,6.52,228.58
144992,832,0.0,97,6.44,227.42
145830,833,22.0,838,6.58,233.43
146210,834,14.0,380,6.72,236.83
146274,835,2.0,64,6.65,234.41
146325,836,2.0,51,6.52,230.96
147350,837,30.0,1025,6.71,238.65
147387,838,2.0,37,6.66,235.26
147447,839,1.0,60,6.52,228.44
147519,840,2.0,72,6.52,228.53
147958,841,15.0,439,6.6,230.97
148733,842,16.0,775,6.75,238.16
148757,843,1.0,24,6.73,236.86
148859,844,4.0,102,6.72,235.75
149213,845,16.0,354,6.79,237.21
149526,846,9.0,313,6.76,237.09
149583,847,2.0,57,6.77,237.01
149808,848,13.0,225,6.86,237.81
150066,849,9.0,258,6.92,238.11
150313,850,6.0,247,6.96,239.39
150932,851,13.0,619,6.95,240.8
151157,852,4.0,225,6.92,240.71
151688,853,13.0,531,6.99,244.23
152753,854,20.0,1065,7.15,252.35
152789,855,1.0,36,7.04,248.02
152815,856,1.0,26,6.99,246.79
153047,857,11.0,232,7.0,245.02
153935,858,19.0,888,7.18,253.61
153965,859,1.0,30,7.17,253.56
153988,860,2.0,23,7.12,251.34
154561,861,18.0,573,7.25,254.49
154595,862,0.0,34,7.19,253.18
154784,863,4.0,189,7.17,253.1
155037,864,6.0,253,7.19,253.66
155473,865,9.0,436,7.22,256.08
155670,866,5.0,197,7.2,256.4
157053,867,16.0,1383,7.29,268.26
157180,868,5.0,127,7.26,267.24
157306,869,6.0,126,7.26,266.9
157654,870,10.0,348,7.33,269.18
157801,871,2.0,147,7.28,267.81
157938,872,3.0,137,7.3,268.91
158244,873,10.0,306,7.37,271.03
159122,874,22.0,878,7.59,278.82
159180,875,2.0,58,7.56,277.59
159221,876,2.0,41,7.55,277.05
159503,877,9.0,282,7.6,278.26
159660,878,0.0,157,7.53,278.02
159689,879,0.0,29,7.49,276.72
160038,880,5.0,349,7.53,279.91
160095,881,1.0,57,7.46,277.45
160604,882,16.0,509,7.51,278.97
160794,883,4.0,190,7.54,278.58
160827,884,0.0,33,7.53,278.02
161012,885,6.0,185,7.57,279.31
161264,886,8.0,252,7.58,280.13
161389,887,4.0,125,7.57,279.41
161480,888,3.0,91,7.53,277.67
161538,889,3.0,58,7.49,275.54
161567,890,2.0,29,7.25,264.47
162386,891,22.0,819,7.47,272.29
162523,892,2.0,137,7.47,273.11
163059,893,14.0,536,7.51,275.57
163378,894,6.0,319,7.47,276.39
164096,895,13.0,718,7.51,281.28
164193,896,3.0,97,7.52,280.85
165706,897,34.0,1513,7.67,290.66
165734,898,0.0,28,7.6,287.61
165775,899,0.0,41,7.6,287.77
165885,900,4.0,110,7.61,287.26
166197,901,8.0,312,7.55,285.91
166416,902,7.0,219,7.56,286.27
167002,903,16.0,586,7.69,290.58
167032,904,0.0,30,7.59,287.28
167715,905,20.0,683,7.77,293.19
168246,906,16.0,531,7.87,297.19
168258,907,0.0,12,7.8,295.5
168314,908,0.0,56,7.67,291.21
168460,909,2.0,146,7.54,286.92
168851,910,8.0,391,7.54,288.06
169009,911,4.0,158,7.53,288.03
169165,912,3.0,156,7.51,287.88
169221,913,2.0,56,7.43,286.05
169250,914,0.0,29,7.25,280.69
169708,915,7.0,458,7.25,283.42
170011,916,8.0,303,7.32,286.15
170968,917,25.0,957,7.44,293.24
171029,918,0.0,61,7.4,292.95
171346,919,4.0,317,7.42,295.49
171516,920,5.0,170,7.44,295.28
171890,921,11.0,374,7.53,298.09
172629,922,20.0,739,7.72,305.19
172720,923,2.0,91,7.66,303.68
172763,924,0.0,43,7.55,300.86
173045,925,7.0,282,7.56,302.19
173393,926,8.0,348,7.39,295.98
173476,927,4.0,83,7.42,296.59
174008,928,14.0,532,7.56,301.62
174471,929,17.0,463,7.61,301.48
175093,930,17.0,622,7.7,303.87
175169,931,4.0,76,7.69,302.74
175246,932,2.0,77,7.71,302.54
175588,933,14.0,342,7.63,297.58
176295,934,20.0,707,7.69,300.85
176334,935,2.0,39,7.69,300.6
176379,936,2.0,45,7.69,300.54
176564,937,6.0,185,7.45,292.14
176625,938,1.0,61,7.44,292.38
176788,939,5.0,163,7.48,293.41
177145,940,11.0,357,7.57,296.26
177451,941,9.0,306,7.51,294.93
177908,942,13.0,457,7.48,291.75
178037,943,4.0,129,7.51,292.8
178126,944,2.0,89,7.49,292.67
178509,945,15.0,383,7.48,292.96
178564,946,2.0,55,7.41,290.38
178791,947,9.0,227,7.48,292.08
179054,948,7.0,263,7.42,292.46
179214,949,2.0,160,7.35,291.48
179715,950,16.0,501,7.45,294.02
180032,951,10.0,317,7.42,291.0
180189,952,9.0,157,7.47,290.32
180589,953,12.0,400,7.46,289.01
180756,954,6.0,167,7.32,280.03
181079,955,4.0,323,7.35,282.9
181252,956,6.0,173,7.4,284.37
182113,957,31.0,861,7.6,290.66
182141,958,0.0,28,7.41,282.06
182205,959,1.0,64,7.41,282.4
182238,960,0.0,33,7.39,282.5
182962,961,24.0,724,7.45,284.01
183200,962,6.0,238,7.51,286.05
183231,963,2.0,31,7.49,284.47
183257,964,1.0,26,7.44,282.2
183377,965,4.0,120,7.39,279.04
183811,966,12.0,434,7.46,281.41
184304,967,16.0,493,7.46,272.51
184316,968,0.0,12,7.41,271.36
184609,969,10.0,293,7.45,273.03
185214,970,19.0,605,7.54,275.6
185263,971,0.0,49,7.52,274.62
185501,972,3.0,238,7.52,275.63
185680,973,8.0,179,7.5,274.36
185901,974,7.0,221,7.35,267.79
186434,975,17.0,533,7.5,272.54
186517,976,4.0,83,7.52,272.96
187162,977,19.0,645,7.62,276.59
187566,978,13.0,404,7.75,279.06
187638,979,3.0,72,7.78,279.49
187757,980,5.0,119,7.78,277.19
187847,981,4.0,90,7.81,277.52
188538,982,20.0,691,7.85,279.34
188839,983,8.0,301,7.89,280.45
188936,984,4.0,97,7.93,281.09
189164,985,11.0,228,7.98,281.52
189513,986,13.0,349,8.03,282.49
189718,987,9.0,205,8.08,283.29
189791,988,2.0,73,8.07,283.11
190037,989,9.0,246,8.13,284.99
190234,990,9.0,197,8.2,286.67
190495,991,8.0,261,8.06,281.09
190800,992,7.0,305,8.11,282.77
191106,993,9.0,306,8.06,280.47
191751,994,15.0,645,8.15,283.73
191991,995,10.0,240,8.12,278.95
192175,996,7.0,184,8.16,279.82
192553,997,12.0,378,7.94,268.47
193148,998,19.0,595,8.13,274.14
193191,999,0.0,43,8.13,274.16
193231,1000,0.0,40,8.09,273.46
194386,1001,32.0,1155,8.33,281.89
194412,1002,0.0,26,8.26,279.96
194452,1003,2.0,40,8.12,274.5
194491,1004,0.0,39,8.12,274.59
194894,1005,13.0,403,8.05,271.79
195227,1006,10.0,333,7.99,269.81
195522,1007,9.0,295,8.08,272.64
195580,1008,2.0,58,8.1,272.66
196076,1009,19.0,496,8.27,276.16
196213,1010,7.0,137,8.26,273.62
196366,1011,5.0,153,8.27,273.57
196474,1012,3.0,108,8.27,273.09
196622,1013,7.0,148,8.32,274.01
196758,1014,4.0,136,8.36,275.08
196960,1015,9.0,202,8.38,272.52
197165,1016,7.0,205,8.37,271.54
197810,1017,21.0,645,8.33,268.42
198023,1018,7.0,213,8.4,269.94
198176,1019,3.0,153,8.39,268.3
198250,1020,4.0,74,8.38,267.34
198986,1021,23.0,736,8.5,270.96
199195,1022,7.0,209,8.37,265.66
199274,1023,4.0,79,8.39,265.54
199315,1024,0.0,41,8.39,265.52
199555,1025,9.0,240,8.41,265.1
199948,1026,14.0,393,8.47,265.55
